genome_id,antibiotic,resistant_phenotype,laboratory_typing_method
562.96914,ciprofloxacin,Susceptible,Broth dilution
562.100538,meropenem,Susceptible,Disk diffusion
562.58741,gentamicin,Susceptible,Disk diffusion
562.7749,ceftazidime,Susceptible,Broth dilution
562.22789,ceftazidime,Susceptible,Broth dilution
562.99499,ciprofloxacin,Susceptible,Disk diffusion
562.98421,ampicillin,Susceptible,Disk diffusion
562.45631,ceftazidime,Susceptible,Disk diffusion
562.100591,ciprofloxacin,Susceptible,Disk diffusion
562.31464,ampicillin,Resistant,Disk diffusion
562.97495,ciprofloxacin,Resistant,Broth dilution
562.99940,ceftazidime,Susceptible,Disk diffusion
562.23739,gentamicin,Susceptible,Agar dilution
562.144956,gentamicin,Susceptible,Disk diffusion
562.97908,ampicillin,Susceptible,Disk diffusion
562.98480,ciprofloxacin,Susceptible,Disk diffusion
562.100048,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.23905,ciprofloxacin,Susceptible,Agar dilution
562.23478,ceftazidime,Susceptible,Agar dilution
562.65788,levofloxacin,Resistant,Disk diffusion
562.99383,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.58626,ampicillin,Resistant,Disk diffusion
562.97359,ciprofloxacin,Resistant,Broth dilution
562.98463,ceftazidime,Susceptible,Disk diffusion
562.65326,ampicillin,Susceptible,
562.99562,ceftazidime,Susceptible,Disk diffusion
562.7568,ampicillin,Susceptible,Broth dilution
562.22716,meropenem,Susceptible,Broth dilution
562.145041,ampicillin,Susceptible,Disk diffusion
562.99452,meropenem,Susceptible,Disk diffusion
562.99491,ciprofloxacin,Susceptible,Disk diffusion
562.98651,ceftazidime,Susceptible,Disk diffusion
562.7640,ciprofloxacin,Susceptible,Broth dilution
562.97817,ciprofloxacin,Susceptible,Disk diffusion
562.144999,ampicillin,Susceptible,Disk diffusion
562.22556,ciprofloxacin,Susceptible,Broth dilution
562.22713,gentamicin,Susceptible,Broth dilution
562.97866,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.7649,ampicillin,Resistant,Broth dilution
562.99352,ampicillin,Resistant,Disk diffusion
562.96986,ciprofloxacin,Resistant,Broth dilution
562.57284,ciprofloxacin,Susceptible,Broth dilution
562.65004,ampicillin,Resistant,
562.98947,ampicillin,Susceptible,Disk diffusion
562.99206,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.96957,gentamicin,Resistant,Broth dilution
562.58714,ceftazidime,Resistant,Broth dilution
562.7758,tetracycline,Susceptible,Broth dilution
562.100546,meropenem,Susceptible,Disk diffusion
562.42701,gentamicin,Susceptible,Broth dilution
562.97429,gentamicin,Susceptible,Broth dilution
562.64838,ampicillin,Susceptible,
562.100105,ampicillin,Susceptible,Disk diffusion
562.97756,gentamicin,Susceptible,Disk diffusion
562.97937,gentamicin,Susceptible,Disk diffusion
562.100048,ampicillin,Resistant,Disk diffusion
562.57100,ceftazidime,Susceptible,Broth dilution
562.23914,gentamicin,Susceptible,Agar dilution
562.100503,meropenem,Susceptible,Disk diffusion
562.98775,meropenem,Susceptible,Disk diffusion
562.99051,meropenem,Susceptible,Disk diffusion
562.65027,ampicillin,Resistant,
562.23701,ceftazidime,Susceptible,Agar dilution
562.100591,ceftazidime,Susceptible,Disk diffusion
562.100618,ampicillin,Resistant,Disk diffusion
562.98669,meropenem,Susceptible,Disk diffusion
562.100936,ceftazidime,Susceptible,Disk diffusion
562.99967,meropenem,Susceptible,Disk diffusion
562.65285,ampicillin,Resistant,
562.58636,chloramphenicol,Susceptible,Disk diffusion
562.22454,gentamicin,Susceptible,Broth dilution
562.23306,ceftazidime,Resistant,Agar dilution
562.58703,meropenem,Susceptible,Broth dilution
562.98503,ceftazidime,Susceptible,Disk diffusion
562.99765,meropenem,Susceptible,Disk diffusion
562.23318,gentamicin,Susceptible,Agar dilution
562.19633,ceftriaxone,Resistant,Broth dilution
562.98243,ampicillin,Susceptible,Disk diffusion
562.99372,ampicillin,Susceptible,Disk diffusion
562.65351,ampicillin,Resistant,
562.99384,meropenem,Susceptible,Disk diffusion
562.100053,ceftazidime,Susceptible,Disk diffusion
562.144301,gentamicin,Susceptible,Broth dilution
562.23109,ciprofloxacin,Susceptible,Agar dilution
562.57256,ceftazidime,Resistant,Broth dilution
562.98119,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.96457,ciprofloxacin,Resistant,Broth dilution
562.45852,ceftriaxone,Resistant,Broth dilution
562.100592,gentamicin,Susceptible,Disk diffusion
562.96966,meropenem,Susceptible,Broth dilution
562.96839,meropenem,Susceptible,Broth dilution
562.99144,gentamicin,Susceptible,Disk diffusion
562.100787,meropenem,Susceptible,Disk diffusion
562.99207,ciprofloxacin,Susceptible,Disk diffusion
562.98505,gentamicin,Susceptible,Disk diffusion
562.7777,meropenem,Susceptible,Broth dilution
562.23284,gentamicin,Resistant,Agar dilution
562.98341,ceftazidime,Susceptible,Disk diffusion
562.140856,ciprofloxacin,Resistant,Disk diffusion
562.100184,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.22589,ciprofloxacin,Susceptible,Broth dilution
562.97424,ciprofloxacin,Resistant,Broth dilution
562.98095,ceftazidime,Susceptible,Disk diffusion
562.100549,ampicillin,Resistant,Disk diffusion
562.100443,ampicillin,Susceptible,Disk diffusion
562.99122,ciprofloxacin,Resistant,Disk diffusion
562.65671,ampicillin,Resistant,
562.98707,ampicillin,Susceptible,Disk diffusion
562.98976,ciprofloxacin,Susceptible,Disk diffusion
562.99170,ciprofloxacin,Susceptible,Disk diffusion
562.98775,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.57450,ciprofloxacin,Resistant,Broth dilution
562.23207,gentamicin,Susceptible,Agar dilution
562.45641,gentamicin,Susceptible,Disk diffusion
562.7619,ciprofloxacin,Susceptible,Broth dilution
562.100189,gentamicin,Susceptible,Disk diffusion
562.98884,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.23044,ceftazidime,Susceptible,Agar dilution
562.23855,ciprofloxacin,Susceptible,Agar dilution
562.22783,meropenem,Susceptible,Broth dilution
562.100362,ampicillin,Resistant,Disk diffusion
562.100553,ciprofloxacin,Resistant,Disk diffusion
562.145379,ampicillin,Resistant,Broth dilution
562.7718,ceftazidime,Susceptible,Broth dilution
562.100468,meropenem,Susceptible,Disk diffusion
562.98120,ciprofloxacin,Susceptible,Disk diffusion
562.135569,tetracycline,Resistant,Disk diffusion
562.99211,meropenem,Susceptible,Disk diffusion
562.16324,gentamicin,Resistant,Broth dilution
562.98671,meropenem,Susceptible,Disk diffusion
562.99049,gentamicin,Susceptible,Disk diffusion
562.100682,ciprofloxacin,Susceptible,Disk diffusion
562.42722,ceftazidime,Resistant,Broth dilution
562.23180,ciprofloxacin,Susceptible,Agar dilution
562.98374,gentamicin,Susceptible,Disk diffusion
562.22788,gentamicin,Susceptible,Broth dilution
562.99330,gentamicin,Susceptible,Disk diffusion
562.98764,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.100920,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.23107,ceftazidime,Susceptible,Agar dilution
562.97968,ampicillin,Resistant,Disk diffusion
562.99504,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.100502,gentamicin,Susceptible,Disk diffusion
562.99645,ceftazidime,Susceptible,Disk diffusion
562.42685,trimethoprim/sulfamethoxazole,Resistant,Broth dilution
562.22467,gentamicin,Susceptible,Broth dilution
562.45608,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.100088,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.97851,ciprofloxacin,Susceptible,Disk diffusion
562.144175,meropenem,Susceptible,Broth dilution
562.99055,ceftazidime,Susceptible,Disk diffusion
562.42634,gentamicin,Resistant,Broth dilution
562.145035,chloramphenicol,Susceptible,Disk diffusion
562.98518,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.98532,ceftazidime,Susceptible,Disk diffusion
562.98752,gentamicin,Susceptible,Disk diffusion
562.145397,ciprofloxacin,Susceptible,Broth dilution
562.97441,gentamicin,Susceptible,Broth dilution
562.97287,ceftazidime,Susceptible,Broth dilution
562.42764,ceftriaxone,Resistant,Broth dilution
562.100409,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.98567,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.100192,ampicillin,Resistant,Disk diffusion
562.100600,ceftazidime,Susceptible,Disk diffusion
562.99997,ciprofloxacin,Susceptible,Disk diffusion
562.99927,ceftazidime,Susceptible,Disk diffusion
562.99615,gentamicin,Susceptible,Disk diffusion
562.98244,ceftazidime,Susceptible,Disk diffusion
562.23577,gentamicin,Susceptible,Agar dilution
562.97889,ciprofloxacin,Susceptible,Disk diffusion
562.100733,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.100870,ampicillin,Susceptible,Disk diffusion
562.98545,gentamicin,Resistant,Disk diffusion
562.57400,ciprofloxacin,Susceptible,Broth dilution
562.145373,tetracycline,Resistant,Disk diffusion
562.100630,gentamicin,Susceptible,Disk diffusion
562.97038,gentamicin,Susceptible,Broth dilution
562.98044,ampicillin,Resistant,Disk diffusion
562.145381,trimethoprim/sulfamethoxazole,Susceptible,Broth dilution
562.98131,ampicillin,Susceptible,Disk diffusion
562.65364,ampicillin,Susceptible,
562.140875,ampicillin,Resistant,Disk diffusion
562.100802,gentamicin,Resistant,Disk diffusion
562.45606,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.100383,ceftazidime,Susceptible,Disk diffusion
562.57172,ampicillin,Resistant,Broth dilution
562.96489,ceftazidime,Resistant,Broth dilution
562.7655,tetracycline,Susceptible,Broth dilution
562.98761,meropenem,Susceptible,Disk diffusion
562.23195,ciprofloxacin,Resistant,Agar dilution
562.99712,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.98369,ceftazidime,Susceptible,Disk diffusion
562.22613,ciprofloxacin,Susceptible,Broth dilution
562.42776,levofloxacin,Resistant,Broth dilution
562.100345,ampicillin,Susceptible,Disk diffusion
562.23459,ciprofloxacin,Susceptible,Agar dilution
562.98907,ciprofloxacin,Susceptible,Disk diffusion
562.7707,chloramphenicol,Susceptible,Broth dilution
562.98910,ampicillin,Resistant,Disk diffusion
562.99913,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.98010,ceftazidime,Resistant,Disk diffusion
562.100051,meropenem,Susceptible,Disk diffusion
562.45401,ampicillin,Resistant,Disk diffusion
562.98376,ampicillin,Resistant,Disk diffusion
562.97948,ampicillin,Resistant,Disk diffusion
562.22812,ciprofloxacin,Susceptible,Broth dilution
562.98214,ceftazidime,Susceptible,Disk diffusion
562.56905,meropenem,Susceptible,Disk diffusion
562.97200,gentamicin,Susceptible,Broth dilution
562.45657,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.99316,meropenem,Susceptible,Disk diffusion
562.57184,gentamicin,Resistant,Broth dilution
562.98810,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.96611,ciprofloxacin,Susceptible,Broth dilution
562.96554,ciprofloxacin,Resistant,Broth dilution
562.99962,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.99511,meropenem,Susceptible,Disk diffusion
562.96692,ciprofloxacin,Susceptible,Broth dilution
562.56845,meropenem,Susceptible,Disk diffusion
562.23112,ceftazidime,Susceptible,Agar dilution
562.97083,meropenem,Susceptible,Broth dilution
562.99370,ampicillin,Resistant,Disk diffusion
562.100325,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.99648,gentamicin,Susceptible,Disk diffusion
562.99754,ampicillin,Resistant,Disk diffusion
562.99683,ampicillin,Susceptible,Disk diffusion
562.97972,ceftazidime,Susceptible,Disk diffusion
562.99885,ciprofloxacin,Resistant,Disk diffusion
562.100292,gentamicin,Susceptible,Disk diffusion
562.98974,meropenem,Susceptible,Disk diffusion
562.98452,ciprofloxacin,Susceptible,Disk diffusion
562.57471,gentamicin,Susceptible,Broth dilution
562.99611,ciprofloxacin,Susceptible,Disk diffusion
562.144937,chloramphenicol,Susceptible,Disk diffusion
562.100863,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.7679,ceftriaxone,Susceptible,Broth dilution
562.100050,gentamicin,Resistant,Disk diffusion
562.42724,ceftazidime,Susceptible,Broth dilution
562.99729,gentamicin,Susceptible,Disk diffusion
562.97021,meropenem,Susceptible,Broth dilution
562.22537,ampicillin,Resistant,Broth dilution
562.98756,ampicillin,Susceptible,Disk diffusion
562.7772,gentamicin,Susceptible,Broth dilution
562.96990,meropenem,Susceptible,Broth dilution
562.7678,meropenem,Susceptible,Broth dilution
562.100235,ceftazidime,Susceptible,Disk diffusion
562.98562,ampicillin,Susceptible,Disk diffusion
562.99968,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.42750,tetracycline,Susceptible,Broth dilution
562.12961,ciprofloxacin,Susceptible,Broth dilution
562.100402,ampicillin,Susceptible,Disk diffusion
562.100708,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.99489,ampicillin,Susceptible,Disk diffusion
562.144982,ceftazidime,Susceptible,Disk diffusion
562.100352,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.96714,gentamicin,Susceptible,Broth dilution
562.145817,ceftriaxone,Susceptible,Broth dilution
562.140898,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.97819,meropenem,Susceptible,Disk diffusion
562.140868,ceftazidime,Resistant,Disk diffusion
562.96932,gentamicin,Resistant,Broth dilution
562.96977,ceftazidime,Susceptible,Broth dilution
562.98325,ceftazidime,Susceptible,Disk diffusion
562.23170,ciprofloxacin,Resistant,Agar dilution
562.99310,ciprofloxacin,Susceptible,Disk diffusion
562.98868,ampicillin,Resistant,Disk diffusion
562.7714,chloramphenicol,Susceptible,Broth dilution
562.140880,ceftriaxone,Resistant,Disk diffusion
562.100638,gentamicin,Susceptible,Disk diffusion
562.100286,ceftazidime,Susceptible,Disk diffusion
562.144951,ceftriaxone,Susceptible,Disk diffusion
562.100066,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.42817,levofloxacin,Resistant,Broth dilution
562.97460,meropenem,Susceptible,Broth dilution
562.99163,ceftazidime,Susceptible,Disk diffusion
562.100879,meropenem,Susceptible,Disk diffusion
562.99343,ampicillin,Resistant,Disk diffusion
562.96490,meropenem,Susceptible,Broth dilution
562.22640,ceftazidime,Susceptible,Broth dilution
562.42716,tetracycline,Resistant,Broth dilution
562.42638,trimethoprim/sulfamethoxazole,Resistant,Broth dilution
562.64876,ampicillin,Susceptible,
562.59218,gentamicin,Resistant,Broth dilution
562.98145,gentamicin,Susceptible,Disk diffusion
562.97172,gentamicin,Susceptible,Broth dilution
562.98519,gentamicin,Susceptible,Disk diffusion
562.7786,chloramphenicol,Susceptible,Broth dilution
562.140833,ciprofloxacin,Resistant,Disk diffusion
562.65811,gentamicin,Resistant,
562.100040,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.100170,ceftazidime,Susceptible,Disk diffusion
562.58761,ceftazidime,Susceptible,Disk diffusion
562.7682,tetracycline,Susceptible,Broth dilution
562.98753,gentamicin,Susceptible,Disk diffusion
562.100115,meropenem,Susceptible,Disk diffusion
562.42694,tetracycline,Resistant,Broth dilution
562.7627,ampicillin,Susceptible,Broth dilution
562.98824,ampicillin,Susceptible,Disk diffusion
562.100148,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.100207,ampicillin,Resistant,Disk diffusion
562.65803,ceftazidime,Resistant,
562.7670,meropenem,Susceptible,Broth dilution
562.29006,trimethoprim/sulfamethoxazole,Resistant,Broth dilution
562.100365,ceftazidime,Susceptible,Disk diffusion
562.99661,gentamicin,Susceptible,Disk diffusion
562.7643,ciprofloxacin,Susceptible,Broth dilution
562.7644,ampicillin,Resistant,Broth dilution
562.22820,gentamicin,Susceptible,Broth dilution
562.58647,meropenem,Susceptible,Disk diffusion
562.23378,ciprofloxacin,Susceptible,Agar dilution
562.96864,meropenem,Susceptible,Broth dilution
562.98122,ciprofloxacin,Susceptible,Disk diffusion
562.99189,ceftazidime,Susceptible,Disk diffusion
562.42805,ampicillin,Resistant,Broth dilution
562.22596,gentamicin,Resistant,Broth dilution
562.99905,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.97959,ciprofloxacin,Susceptible,Disk diffusion
562.100491,ampicillin,Resistant,Disk diffusion
562.23220,gentamicin,Susceptible,Agar dilution
562.99560,ciprofloxacin,Susceptible,Disk diffusion
562.97479,gentamicin,Susceptible,Broth dilution
562.98756,ciprofloxacin,Susceptible,Disk diffusion
562.99251,ciprofloxacin,Susceptible,Disk diffusion
562.57157,ampicillin,Susceptible,Broth dilution
562.97315,gentamicin,Susceptible,Broth dilution
562.144961,meropenem,Susceptible,Disk diffusion
562.97109,gentamicin,Susceptible,Broth dilution
562.42753,ceftriaxone,Susceptible,Broth dilution
562.100877,ceftazidime,Susceptible,Disk diffusion
562.98862,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.99975,ampicillin,Susceptible,Disk diffusion
562.100045,meropenem,Susceptible,Disk diffusion
562.7709,tetracycline,Susceptible,Broth dilution
562.45627,ceftazidime,Susceptible,Disk diffusion
562.98817,ampicillin,Resistant,Disk diffusion
562.57220,ciprofloxacin,Susceptible,Broth dilution
562.97766,ceftazidime,Susceptible,Disk diffusion
562.57217,ciprofloxacin,Susceptible,Broth dilution
562.98044,meropenem,Susceptible,Disk diffusion
562.98560,gentamicin,Susceptible,Disk diffusion
562.56892,ceftazidime,Resistant,Disk diffusion
562.23709,ciprofloxacin,Susceptible,Agar dilution
562.7789,ampicillin,Susceptible,Broth dilution
562.98027,ceftazidime,Susceptible,Disk diffusion
562.97107,gentamicin,Susceptible,Broth dilution
562.23280,gentamicin,Susceptible,Agar dilution
562.98625,ciprofloxacin,Susceptible,Disk diffusion
562.99625,ampicillin,Susceptible,Disk diffusion
562.7754,chloramphenicol,Susceptible,Broth dilution
562.99454,ceftazidime,Susceptible,Disk diffusion
562.96578,gentamicin,Susceptible,Broth dilution
562.98054,ciprofloxacin,Susceptible,Disk diffusion
562.23330,ceftazidime,Resistant,Agar dilution
562.99006,ciprofloxacin,Susceptible,Disk diffusion
562.140854,ampicillin,Resistant,Disk diffusion
562.58724,meropenem,Susceptible,Broth dilution
562.140852,ceftazidime,Susceptible,Disk diffusion
562.99880,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.58783,gentamicin,Susceptible,Broth dilution
562.98907,meropenem,Susceptible,Disk diffusion
562.96855,meropenem,Susceptible,Broth dilution
562.100729,ceftazidime,Susceptible,Disk diffusion
562.42835,ceftriaxone,Resistant,Broth dilution
562.7566,ceftazidime,Susceptible,Broth dilution
562.100705,ceftazidime,Susceptible,Disk diffusion
562.99807,ciprofloxacin,Susceptible,Disk diffusion
562.23175,ceftazidime,Susceptible,Agar dilution
562.99767,meropenem,Susceptible,Disk diffusion
562.100872,ciprofloxacin,Susceptible,Disk diffusion
562.96483,gentamicin,Susceptible,Broth dilution
562.96778,meropenem,Susceptible,Broth dilution
562.100943,gentamicin,Susceptible,Disk diffusion
562.97028,gentamicin,Susceptible,Broth dilution
562.7621,ampicillin,Resistant,Broth dilution
562.57302,ceftazidime,Susceptible,Broth dilution
562.99938,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.100167,gentamicin,Susceptible,Disk diffusion
562.99077,gentamicin,Susceptible,Disk diffusion
562.99190,meropenem,Susceptible,Disk diffusion
562.100634,gentamicin,Susceptible,Disk diffusion
562.42679,levofloxacin,Resistant,Broth dilution
562.22586,gentamicin,Susceptible,Broth dilution
562.100431,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.98859,ciprofloxacin,Susceptible,Disk diffusion
562.99302,meropenem,Susceptible,Disk diffusion
562.97918,ampicillin,Resistant,Disk diffusion
562.45651,levofloxacin,Resistant,Disk diffusion
562.7666,ampicillin,Resistant,Broth dilution
562.7622,ceftriaxone,Susceptible,Broth dilution
562.22814,ampicillin,Susceptible,Broth dilution
562.100391,meropenem,Susceptible,Disk diffusion
562.7647,tetracycline,Susceptible,Broth dilution
562.22750,meropenem,Susceptible,Broth dilution
562.97957,ceftazidime,Susceptible,Disk diffusion
562.22651,ceftazidime,Susceptible,Broth dilution
562.42714,ceftriaxone,Resistant,Broth dilution
562.56842,ampicillin,Resistant,Disk diffusion
562.99451,gentamicin,Resistant,Disk diffusion
562.100891,ciprofloxacin,Susceptible,Disk diffusion
562.97365,ciprofloxacin,Susceptible,Broth dilution
562.97806,gentamicin,Susceptible,Disk diffusion
562.98773,ciprofloxacin,Resistant,Disk diffusion
562.64899,ampicillin,Resistant,
562.100255,ciprofloxacin,Susceptible,Disk diffusion
562.96509,ceftazidime,Resistant,Broth dilution
562.144275,gentamicin,Susceptible,Broth dilution
562.97795,gentamicin,Susceptible,Disk diffusion
562.7633,ceftriaxone,Susceptible,Broth dilution
562.96784,gentamicin,Susceptible,Broth dilution
562.100379,ceftazidime,Susceptible,Disk diffusion
562.23203,gentamicin,Susceptible,Agar dilution
562.7786,ampicillin,Susceptible,Broth dilution
562.97836,meropenem,Susceptible,Disk diffusion
562.45640,ciprofloxacin,Susceptible,Disk diffusion
562.7664,gentamicin,Susceptible,Broth dilution
562.98221,ampicillin,Susceptible,Disk diffusion
562.7790,tetracycline,Resistant,Broth dilution
562.140905,gentamicin,Susceptible,Disk diffusion
562.7744,gentamicin,Susceptible,Broth dilution
562.100163,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.96556,ceftazidime,Resistant,Broth dilution
562.22679,ciprofloxacin,Susceptible,Broth dilution
562.99969,meropenem,Susceptible,Disk diffusion
562.97125,ceftazidime,Susceptible,Broth dilution
562.42825,gentamicin,Susceptible,Broth dilution
562.100066,ceftazidime,Susceptible,Disk diffusion
562.22574,meropenem,Susceptible,Broth dilution
562.56899,ceftazidime,Resistant,Disk diffusion
562.135573,tetracycline,Resistant,Disk diffusion
562.96709,ceftazidime,Resistant,Broth dilution
562.99567,ampicillin,Resistant,Disk diffusion
562.96936,gentamicin,Susceptible,Broth dilution
562.57193,ceftazidime,Susceptible,Broth dilution
562.96829,gentamicin,Susceptible,Broth dilution
562.144953,tetracycline,Susceptible,Disk diffusion
562.99660,meropenem,Susceptible,Disk diffusion
562.97103,meropenem,Susceptible,Broth dilution
562.56906,ceftazidime,Resistant,Disk diffusion
562.42671,meropenem,Susceptible,Broth dilution
562.23507,gentamicin,Susceptible,Agar dilution
562.22454,meropenem,Susceptible,Broth dilution
562.100928,ciprofloxacin,Susceptible,Disk diffusion
562.7680,ciprofloxacin,Susceptible,Broth dilution
562.140845,ceftriaxone,Susceptible,Disk diffusion
562.97017,ciprofloxacin,Susceptible,Broth dilution
562.98109,gentamicin,Susceptible,Disk diffusion
562.65305,ampicillin,Resistant,
562.97466,ciprofloxacin,Resistant,Broth dilution
562.98449,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.97256,ciprofloxacin,Susceptible,Broth dilution
562.100059,meropenem,Susceptible,Disk diffusion
562.97088,gentamicin,Susceptible,Broth dilution
562.42840,levofloxacin,Resistant,Broth dilution
562.140841,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.96918,gentamicin,Susceptible,Broth dilution
562.57234,gentamicin,Susceptible,Broth dilution
562.42853,meropenem,Susceptible,Broth dilution
562.99063,ampicillin,Resistant,Disk diffusion
562.99107,ceftazidime,Susceptible,Disk diffusion
562.42766,meropenem,Susceptible,Broth dilution
562.28840,ceftriaxone,Susceptible,Disk diffusion
562.23705,gentamicin,Susceptible,Agar dilution
562.99735,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.23886,ceftazidime,Susceptible,Agar dilution
562.97772,ceftazidime,Susceptible,Disk diffusion
562.23489,ceftazidime,Susceptible,Agar dilution
562.23496,gentamicin,Susceptible,Agar dilution
562.100511,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.96826,ciprofloxacin,Susceptible,Broth dilution
562.100486,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.22599,ampicillin,Susceptible,Broth dilution
562.96467,ceftazidime,Susceptible,Broth dilution
562.57234,ciprofloxacin,Resistant,Broth dilution
562.57300,ampicillin,Resistant,Broth dilution
562.98894,ceftazidime,Susceptible,Disk diffusion
562.99622,ceftazidime,Susceptible,Disk diffusion
562.98190,ceftazidime,Susceptible,Disk diffusion
562.57231,ciprofloxacin,Susceptible,Broth dilution
562.99975,meropenem,Susceptible,Disk diffusion
562.100767,ceftazidime,Susceptible,Disk diffusion
562.98366,gentamicin,Susceptible,Disk diffusion
562.100408,ampicillin,Resistant,Disk diffusion
562.29008,ciprofloxacin,Resistant,Broth dilution
562.144963,meropenem,Susceptible,Disk diffusion
562.98998,ampicillin,Susceptible,Disk diffusion
562.42817,ciprofloxacin,Resistant,Broth dilution
562.96788,gentamicin,Susceptible,Broth dilution
562.97914,ceftazidime,Susceptible,Disk diffusion
562.65035,ampicillin,Susceptible,
562.22438,gentamicin,Susceptible,Broth dilution
562.97750,ceftazidime,Susceptible,Disk diffusion
562.99658,ciprofloxacin,Susceptible,Disk diffusion
562.58780,ceftazidime,Susceptible,Broth dilution
562.98215,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.34086,trimethoprim/sulfamethoxazole,Resistant,Broth dilution
562.7779,trimethoprim/sulfamethoxazole,Resistant,Broth dilution
562.96909,meropenem,Susceptible,Broth dilution
562.98862,ceftazidime,Susceptible,Disk diffusion
562.65682,ampicillin,Susceptible,
562.145426,gentamicin,Susceptible,Broth dilution
562.98150,ceftazidime,Susceptible,Disk diffusion
562.99581,gentamicin,Susceptible,Disk diffusion
562.145040,tetracycline,Susceptible,Disk diffusion
562.23871,ciprofloxacin,Susceptible,Agar dilution
562.99363,gentamicin,Susceptible,Disk diffusion
562.98023,gentamicin,Susceptible,Disk diffusion
562.23148,ceftazidime,Susceptible,Agar dilution
562.45659,chloramphenicol,Resistant,Disk diffusion
562.99373,ceftazidime,Susceptible,Disk diffusion
562.45594,levofloxacin,Resistant,Disk diffusion
562.99804,ampicillin,Susceptible,Disk diffusion
562.100914,gentamicin,Susceptible,Disk diffusion
562.22536,gentamicin,Susceptible,Broth dilution
562.144200,meropenem,Susceptible,Broth dilution
562.140854,ceftriaxone,Resistant,Disk diffusion
562.100625,meropenem,Susceptible,Disk diffusion
562.100285,ciprofloxacin,Susceptible,Disk diffusion
562.98278,meropenem,Susceptible,Disk diffusion
562.98722,ceftazidime,Susceptible,Disk diffusion
562.23569,gentamicin,Susceptible,Agar dilution
562.100589,ciprofloxacin,Susceptible,Disk diffusion
562.7791,ampicillin,Resistant,Broth dilution
562.7620,tetracycline,Susceptible,Broth dilution
562.22471,ceftazidime,Susceptible,Broth dilution
562.42671,ciprofloxacin,Resistant,Broth dilution
562.96601,ciprofloxacin,Susceptible,Broth dilution
562.96880,ceftazidime,Susceptible,Broth dilution
562.57443,ceftazidime,Resistant,Broth dilution
562.140835,gentamicin,Resistant,Disk diffusion
562.22695,ampicillin,Resistant,Broth dilution
562.99973,ciprofloxacin,Susceptible,Disk diffusion
562.100025,ceftazidime,Susceptible,Disk diffusion
562.100908,gentamicin,Susceptible,Disk diffusion
562.7620,gentamicin,Susceptible,Broth dilution
562.58766,ciprofloxacin,Resistant,Disk diffusion
562.98378,ceftazidime,Susceptible,Disk diffusion
562.98226,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.100614,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.99322,ciprofloxacin,Susceptible,Disk diffusion
562.96623,meropenem,Susceptible,Broth dilution
